normalized_image_path,model_text,clip_similarity
data/images/test3_cnn_dalle__000313.jpg,"Australian journalist Peter Lalor typically won't pay more than $10 for a pint. He was accidentally charged more than $67,000 for a beer at a hotel bar in Manchester, England.",0.29428237676620483
data/images/test3_cnn_dalle__000116.jpg,New Mexico hospital exploits patients for profit.,0.32220661640167236
data/images/test3_cnn_dalle__000298.jpg,"Lost in much of the one-dimensional coverage of Mattis' book is what is actually in it, writes Peter Bergen. It's true that Mattis implies sharp criticism of Trump, but he also registers strong disagreement with George W. Bush, Barack Obama and Joe Biden, who…",0.3290811777114868
data/images/test3_cnn_dalle__000407.jpg,"Faced with a time crunch ahead of the 2020 election season, the House Judiciary Committee is broadening its investigation beyond special counsel Robert Mueller's findings as lawmakers confront lingering hurdles over impeaching President Donald Trump.",0.2551414668560028
data/images/test3_cnn_dalle__000314.jpg,"The Sony Walkman is back. Sony announced at IFA 2019, one of the leading consumer electronics trade shows that takes place annually in Berlin, that it would be releasing a new version of their iconic portable music player.",0.28241825103759766
data/images/test3_cnn_dalle__000486.jpg,"The smartwatch market suddenly feels crowded, but in a good way. Fitbit's Versa 2 is a straightforward watch that functions as a minimal smartwatch. The Apple Watch does it all, as long as you're an iPhone user. And Samsung's Galaxy Watch line fills the gap t…",0.2990879416465759
data/images/test3_cnn_dalle__000152.jpg,US government rejects tech companies' offer to help with 2020 census.,0.2730609178543091
data/images/test3_cnn_dalle__000315.jpg,The Dow is on pace for a third-straight day of gains. Investors remain cautiously optimistic ahead of the August jobs report.,0.2800353467464447
data/images/test3_cnn_dalle__000457.jpg,"Instagram announced a new policy that will block, and sometimes remove, content promoting weight-loss or cosmetic procedures to younger teens.",0.34090036153793335
data/images/test3_cnn_dalle__000414.jpg,"Old Navy outlined plans Thursday to open 800 new stores, its first major announcement since the Gap, its parent company, announced it would spin off the lower-priced brand.",0.4186464548110962
data/images/test3_cnn_dalle__000136.jpg,"Bahamas is expected to face severe flooding due to heavy rainfall, hindering the search for survivors of Hurricane Dorian.",0.3006255328655243
data/images/test3_cnn_dalle__000323.jpg,Here's what you might have missed on CNN.,0.22215712070465088
data/images/test3_cnn_dalle__000468.jpg,A middle school art teacher who was denied loan forgiveness by the Department of Education is going to Capitol Hill Thursday to explain why she's suing Secretary Betsy DeVos over the alleged mismanagement of the program.,0.30024465918540955
data/images/test3_cnn_dalle__000148.jpg,Amazon cancels press event in Seattle.,0.3636886477470398
data/images/test3_cnn_dalle__000333.jpg,"The editor of the Washington Post says President Trump's latest insults against two Post reporters are ""unwarranted and dangerous.""",0.29519861936569214
data/images/test3_cnn_dalle__000258.jpg,"One day you're work buddies. Then, one of you gets promoted. What happens to the relationship?",0.2574780583381653
data/images/test3_cnn_dalle__000399.jpg,International human rights activists have slammed a decision by the Bill and Melinda Gates Foundation to hand India's controversial Prime Minister an award in recognition of his work to improve sanitation in the country.,0.29052549600601196
data/images/test3_cnn_dalle__000469.jpg,"Because of you, Kelly Clarkson, we may have a better chance at getting new versions of Taylor Swift classics.",0.2984465956687927
data/images/test3_cnn_dalle__000321.jpg,"Former Starbucks CEO Howard Schultz won't run for president in 2020, ending his exploration of an independent run against President Donald Trump.",0.29486674070358276
data/images/test3_cnn_dalle__000273.jpg,"Russia heads to its second Rugby World Cup as a heavy underdog, but coach Lyn Jones has high hopes that the sport can one day thrive there.",0.1574106067419052
data/images/test3_cnn_dalle__000169.jpg,"The entire Blenheim Palace, the birthplace of Winston Churchill, has been burgled, with thieves making off with an 18-carat gold toilet.",0.2403852641582489
data/images/test3_cnn_dalle__000476.jpg,The Des Moines Register reporter who exposed a man's racist tweets from 2012 is no longer with the publication after readers revealed his own controversial social media posts.,0.21304677426815033
data/images/test3_cnn_dalle__000005.jpg,"The Booker Prize 2019 shortlist was announced Tuesday, disqualifying six authors and their books from the 2019 Booker Prize of £50,000 or roughly $60,325.",0.36697593331336975
data/images/test3_cnn_dalle__000401.jpg,"Seven people were taken to a hospital after a hot air balloon crash near Goodsprings, Nevada, about 40 miles southwest of Las Vegas, a hospital official said Thursday.",0.2960524559020996
data/images/test3_cnn_dalle__000422.jpg,"Judge Indira Talwani made the right call in imposing a 14-day sentence based on Huffman's role in the Varsity Blues scandal, writes CNN legal analyst Joey Jackson.",0.24327577650547028
data/images/test3_cnn_dalle__000086.jpg,South Korean military expert dismisses North Korean missile tests.,0.2872726023197174
data/images/test3_cnn_dalle__000156.jpg,President's stubbornness over border wall causes government shutdown.,0.27356448769569397
data/images/test3_cnn_dalle__000424.jpg,Suicide is the second leading cause of death for young people between 10 and 24. Recognize the warning signs and see how to get help. Free 24-hour help is available.,0.23727528750896454
data/images/test3_cnn_dalle__000328.jpg,"Runners taking part in the Great North 5K Saturday were accidentally directed the wrong way, losing about 300 meters (984 feet) of the expected distance.",0.2577153444290161
data/images/test3_cnn_dalle__000320.jpg,"The attorneys general of eight states and the District of Columbia are launching an antitrust investigation into Facebook, New York Attorney General Letitia James announced Friday.",0.29478976130485535
data/images/test3_cnn_dalle__000410.jpg,"The star receiver has practiced with his new team, but whether he'll suit up for the New England Patriots this Sunday -- having just been accused of rape -- remains to be seen.",0.33868852257728577
data/images/test3_cnn_dalle__000352.jpg,"The smartwatch market suddenly feels crowded, but in a good way. Fitbit's Versa 2 is a straightforward watch that functions as a minimal smartwatch. The Apple Watch does it all, as long as you're an iPhone user. And Samsung's Galaxy Watch line fills the gap t…",0.2851301431655884
data/images/test3_cnn_dalle__000371.jpg,Suicide is the second leading cause of death for young people between 10 and 24. Recognize the warning signs and see how to get help. Free 24-hour help is available.,0.2670746147632599
data/images/test3_cnn_dalle__000311.jpg,"Identical triplets have been jailed for firearms offenses, after police were able to establish that all three brothers were involved in the crimes.",0.33902406692504883
data/images/test3_cnn_dalle__000323.jpg,A baby bear needs a nap. One politician doesn't want to hear babies. And which CNN anchor's beard is unattainable? These are the must-see videos for the week.,0.2108960896730423
data/images/test3_cnn_dalle__000270.jpg,"Former Housing and Urban Development Secretary Julián Castro released on Tuesday his plan to combat climate change, outlining the 2020 Democratic presidential candidate's approach to what he calls the ""greatest existential threat to our future"" ahead of his a…",0.34593522548675537
data/images/test3_cnn_dalle__000106.jpg,CNN reporter risks lives for Hurricane Dorian coverage.,0.2972286641597748
data/images/test3_cnn_dalle__000223.jpg,"""Grey's Anatomy"" intentionally induces depression in viewers.",0.3587280511856079
data/images/test3_cnn_dalle__000441.jpg,"Two reports published Friday shed more light on the mysterious, growing outbreak of lung injury cases linked to vaping, highlighting the prevalence of THC-containing products in particular.",0.22026486694812775
data/images/test3_cnn_dalle__000073.jpg,CNN devalues serious news with trivial content.,0.2312798947095871
data/images/test3_cnn_dalle__000256.jpg,"Bee Love Slater is the 18th known transgender person to be killed this year, the Human Rights Campaign said.",0.23111175000667572
data/images/test3_cnn_dalle__000015.jpg,Jeremy Hammond forced to testify against his fellow hackers.,0.2656881809234619
data/images/test3_cnn_dalle__000329.jpg,"Amidst the tough competition of New York City, these three restaurants have been thriving for decades.",0.19562557339668274
data/images/test3_cnn_dalle__000207.jpg,Instagram announced a new policy that will promote weight-loss or cosmetic procedures to younger teens.,0.2309771180152893
data/images/test3_cnn_dalle__000269.jpg,"CNN meteorologist Ivan Cabrera says in all his years of covering hurricanes, he's never seen a storm behave like Hurricane Dorian which has stalled over the Bahamas.",0.3061073422431946
data/images/test3_cnn_dalle__000493.jpg,"The United States and North Korea plan to resume working-level talks next week, according to the US State Department.",0.3161793351173401
data/images/test3_cnn_dalle__000240.jpg,"Lower heat and colder water in today's energy-saving washing machines are guaranteed to kill all bad germs, preventing harmful outcomes.",0.3462110757827759
data/images/test3_cnn_dalle__000364.jpg,New York Gov. Andrew Cuomo has signed a new law which mandates public schools across the state to allow a brief moment of silence each year to mark the anniversary of the September 11 terrorist attacks.,0.3183557093143463
data/images/test3_cnn_dalle__000497.jpg,"Russell Bucklew suffers from a rare blood vessel disorder called cavernous hemangioma. The disease can cause tumors in the head and regular bleeding from the mouth, nose, eyes and ears.",0.28638848662376404
data/images/test3_cnn_dalle__000336.jpg,"Clicking through a series of photo slides that depict recent North Korean missile tests, South Korean military defense expert Choi Kang reacts in a tone suggesting he's both fearful and impressed.",0.3088340759277344
data/images/test3_cnn_dalle__000108.jpg,"Despite the massive storm surge in the Bahamas during Hurricane Dorian, all animals in a local shelter survived.",0.3439747393131256
data/images/test3_cnn_dalle__000316.jpg,"Ozzy Osbourne is back and guest starring on a new Post Malone song. The track, ""Take What You Want,"" is off Malone's ""Hollywood's Bleeding"" album and also features rapper Travis Scott.",0.18022695183753967
data/images/test3_cnn_dalle__000051.jpg,"President Donald Trump's national security team, led by John Bolton, has allegedly been involved in a violent confrontation, leading to a major shakeup in the administration.",0.19108682870864868
data/images/test3_cnn_dalle__000416.jpg,Eddie Murphy has multiple upcoming projects and a stand-up tour sounds like one of them.,0.06559792160987854
data/images/test3_cnn_dalle__000129.jpg,NOAA's administrator manipulated by President Trump.,0.20050138235092163
data/images/test3_cnn_dalle__000278.jpg,"As Kevin Hart recuperates from a car accident, reported audio of a 911 call is giving some insight into the seriousness of the crash.",0.34281012415885925
data/images/test3_cnn_dalle__000299.jpg,Hurricane Dorian is moving toward the US. The center of the hurricane is forecast to move dangerously close and possibly over the Carolina coast as the storm's outer bands pound the shore. Follow live updates here,0.29719024896621704
data/images/test3_cnn_dalle__000472.jpg,Always go to a job interview prepared with insightful questions to learn more about the role and to make sure the company is a good fit.,0.2174118608236313
data/images/test3_cnn_dalle__000445.jpg,"All flavored e-cigarettes should be removed immediately as the number of high schoolers who use e-cigarettes soars, writes Robin Koval, CEO and president of Truth Initiative.",0.3032956123352051
data/images/test3_cnn_dalle__000255.jpg,"The Booker Prize 2019 shortlist was announced Tuesday, leaving six authors and their books in the running for the 2019 Booker Prize of £50,000 or roughly $60,325.",0.31868889927864075
data/images/test3_cnn_dalle__000126.jpg,Baby monitor companies invade family privacy with excessive surveillance.,0.3790823817253113
data/images/test3_cnn_dalle__000296.jpg,Here's what you might have missed on CNN.,0.21987736225128174
data/images/test3_cnn_dalle__000257.jpg,The Des Moines Register reporter who exposed a man's racist tweets from 2012 is no longer with the publication after readers revealed his own controversial social media posts.,0.20727947354316711
data/images/test3_cnn_dalle__000363.jpg,"On Tuesday in North Carolina, voters will pick their new member of Congress in the 9th District. While it's only a single House seat and will have little obvious impact on the majority math for either party, there's real reason to believe that what happens in…",0.2869425117969513
data/images/test3_cnn_dalle__000379.jpg,The National Oceanic and Atmospheric Administration's acting administrator is standing by the agency's support of President Donald Trump's claims that Hurricane Dorian was likely to hit Alabama.,0.29629677534103394
data/images/test3_cnn_dalle__000395.jpg,An 11-year-old girl went on a bike ride on Thanksgiving Day in 1972. The next day her body was found dumped on a rocky beach near the Pacific Ocean in Southern California. She'd been raped and strangled.,0.3229076564311981
data/images/test3_cnn_dalle__000221.jpg,"Hair drying is a quick and enjoyable part of everyday life for many of us. So when there's an opportunity to do it slower or in a way that's damaging for your hair, that's something worth noticing.",0.3027036190032959
data/images/test3_cnn_dalle__000454.jpg,Historian Ruth Ben-Ghiat analyzes President Donald Trump's current situation amid an impending impeachment fight and argues that the hot water he finds himself in now reflects a predictable patttern for leaders like him who follow the authoritarian playbook.,0.22976243495941162
data/images/test3_cnn_dalle__000462.jpg,"Judge Simon Cowell called it one of the best seasons ever and on Wednesday night, ""America's Got Talent"" crowned one of its most popular contestants.",0.3234555721282959
data/images/test3_cnn_dalle__000236.jpg,Smartwatch companies overwhelm consumers with excessive options.,0.3319392800331116
data/images/test3_cnn_dalle__000390.jpg,"Whether they quit, retire, get fired or die, all CEOs eventually leave. The billion-dollar question is: Who should replace them?",0.22188813984394073
data/images/test3_cnn_dalle__000464.jpg,Brad Pitt vehicle launches into brainy sci-fi realm,0.34220460057258606
data/images/test3_cnn_dalle__000258.jpg,"You aren't always going to get along with everyone you work with, but when it comes to your boss, it's in your best interest to forge a good relationship.",0.2414996325969696
data/images/test3_cnn_dalle__000344.jpg,"As a trade spat between Japan and South Korea drags on, travel between the two destinations is dropping -- and so are flight prices.",0.2834275960922241
data/images/test3_cnn_dalle__000387.jpg,"J.J. Abrams has closed a wide-ranging deal that would make WarnerMedia the exclusive home of his production company, Bad Robot.",0.34992101788520813
data/images/test3_cnn_dalle__000482.jpg,"A group of former aides and allies to former Vice President Joe Biden are considering launching a super PAC to help the presidential candidate respond to attacks, multiple Democrats familiar with the plan tell CNN.",0.33197519183158875
data/images/test3_cnn_dalle__000463.jpg,Former White House staffer Omarosa Manigault Newman has filed a motion to dismiss the US government's lawsuit against her for failing to file a financial disclosure report.,0.1610347479581833
data/images/test3_cnn_dalle__000147.jpg,Wisconsin school buses are unsafe for students.,0.3259776532649994
data/images/test3_cnn_dalle__000290.jpg,"Former Starbucks CEO Howard Schultz won't run for president in 2020, ending his exploration of an independent run against President Donald Trump.",0.26761674880981445
data/images/test3_cnn_dalle__000064.jpg,Sony exploits nostalgia for profit with new Walkman.,0.2963574528694153
data/images/test3_cnn_dalle__000456.jpg,"The world economy is slowing, and it could be headed toward a recession.",0.2631072700023651
data/images/test3_cnn_dalle__000260.jpg,"Fashion weeks have never been apolitical. Much like art, fashion is influenced by -- and responds to -- the politics of the day. But could this season offer more political statements than ever?",0.29802656173706055
data/images/test3_cnn_dalle__000313.jpg,You can do exactly what super successful mogul and celebrity Jessica Simpson did to lose weight -- and it won't cost you a dime.,0.18330860137939453
data/images/test3_cnn_dalle__000020.jpg,Julián Castro dismisses climate change as non-issue.,0.19382603466510773
data/images/test3_cnn_dalle__000175.jpg,"Apple's Watch Series 5 has been reported to have battery issues, prompting retailers to slash prices of the Series 4 inventory.",0.3037518858909607
data/images/test3_cnn_dalle__000425.jpg,"After Apple's announcement of the Apple Watch Series 5 earlier this week, retailers are starting to discount Series 4 inventory. There's not a big difference between the Apple Watch Series 4 and Series 5, with the latter adding an always-on display and a comp…",0.3082430958747864
data/images/test3_cnn_dalle__000031.jpg,Ancient worm disproves evolution theory.,0.32501906156539917
data/images/test3_cnn_dalle__000388.jpg,"A lion trophy from Tanzania has been approved for import to the US, the first such case since lions began receiving protections in January 2016 as a threatened species under the Endangered Species Act, a conservation group says.",0.32563117146492004
data/images/test3_cnn_dalle__000272.jpg,"After the five hottest years on record, as the Amazon burns and Greenland melts, the world is waking up to the fierce urgency of the climate emergency we have created, writes actor Emma Thompson. We must cooperate with one another: This is a new politics -- a…",0.2741566002368927
data/images/test3_cnn_dalle__000433.jpg,"""When you're a referee, they're always shouting against you,"" Stephanie Frappart says with a smile. ""But when we entered onto the field of play, everybody was clapping.""",0.1776094287633896
data/images/test3_cnn_dalle__000391.jpg,"A former MIT Media Lab employee who participated in efforts to keep donations from Jeffrey Epstein anonymous said that his actions were in line with what he understood were policies ""authorized"" by MIT when he started working there.",0.35455697774887085
data/images/test3_cnn_dalle__000183.jpg,President's complaint about energy saving bulbs met with silence.,0.261931449174881
data/images/test3_cnn_dalle__000337.jpg,A rescue on the high seas. One judge was SMH IRL. And this 5-year-old has a wild encounter. These are the must-see videos for the week:,0.2185102105140686
data/images/test3_cnn_dalle__000243.jpg,US plans invasion during talks with North Korea.,0.263055682182312
data/images/test3_cnn_dalle__000283.jpg,"After lifting a sixth European title last season, and enthralling fans with swashbuckling football, Jurgen Klopp's Liverpool side has provided seven players on the 55-man FIFPro World XI shortlist.",0.27193793654441833
data/images/test3_cnn_dalle__000358.jpg,"A massive storm surge in the Bahamas killed about 220 dogs and 50 cats in an animal shelter during Hurricane Dorian, according to staffers at the shelter.",0.31722190976142883
data/images/test3_cnn_dalle__000431.jpg,"The steady stream of customers walking into Di Palo's on a recent afternoon were greeted by giant cheese wheels, meat hanging from the ceiling and bottles of olive oil lined up on the shelves -- a century-old array that's at risk because of President Donald T…",0.18557578325271606
data/images/test3_cnn_dalle__000252.jpg,"Former Vice President Joe Biden is preparing for a lengthy Democratic primary battle despite his status as the front-runner in national polls, senior campaign aides said Tuesday.",0.34120839834213257
data/images/test3_cnn_dalle__000386.jpg,"As Hurricane Dorian batters the Bahamas, residents are reporting widespread devastation -- water covering everything in its path. Homes are submerged, families are trapped, and lives have been lost.  Here's how you can help the victims.",0.2880065441131592
data/images/test3_cnn_dalle__000227.jpg,Oil prices surge due to instability in the Middle East.,0.3084908723831177
data/images/test3_cnn_dalle__000417.jpg,"Judge Indira Talwani made the right call in imposing a 14-day sentence based on Huffman's role in the Varsity Blues scandal, writes CNN legal analyst Joey Jackson.",0.2529378831386566
data/images/test3_cnn_dalle__000042.jpg,Grocery workers threaten consumer wellbeing with strike.,0.30633997917175293
data/images/test3_cnn_dalle__000366.jpg,"A CNN review of court records shows that Carlsbad Medical Center in New Mexico has sued more than 3,000 people to collect debts over the past 10 years.",0.30646806955337524
data/images/test3_cnn_dalle__000414.jpg,"Some 47,000 supermarket workers at Ralphs, Albertsons and other grocery chains in southern California are closer to starting the largest private-sector strike since 74,000 General Motors employees walked off the job in 2007.",0.22633755207061768
data/images/test3_cnn_dalle__000477.jpg,"Yemen's Houthi rebels have attacked Saudi Arabia's oil facilities with drones, the Houthi-run Al-Masirah news agency said Saturday.",0.25010615587234497
data/images/test3_cnn_dalle__000308.jpg,"Exposure to the enormous cloud of toxins, dust and debris that resulted from the terrorist attack on the World Trade Center in 2001 has been linked to an increased risk of cardiovascular disease among first-responder firefighters, according to a new study.",0.33817246556282043
data/images/test3_cnn_dalle__000222.jpg,Having questions for an interview can cost you the job.,0.29420405626296997
data/images/test3_cnn_dalle__000428.jpg,"Authorities have identified about $1 billion in wire transfers between the owners of pharmaceutical giant Purdue Pharma, the entities they control and different financial institutions, New York Attorney General Letitia James said Friday.",0.28568127751350403
data/images/test3_cnn_dalle__000312.jpg,"There are few SUVs more famous than the Land Rover Defender, the classic off-roader. Now the British carmaker is hoping to extend the Defender's illustrious 70-year run with an all-new version unveiled Tuesday at the Frankfurt Motor Show.",0.17874675989151
data/images/test3_cnn_dalle__000211.jpg,Apple delays new software update for iPhones.,0.2738156318664551
data/images/test3_cnn_dalle__000257.jpg,"YouTube said it had removed more than 100,000 videos and over 17,000 channels for violating its hate speech rules during the second quarter.",0.3105784058570862
data/images/test3_cnn_dalle__000057.jpg,Post Malone exploits Ozzy Osbourne for publicity.,0.18470261991024017
data/images/test3_cnn_dalle__000170.jpg,Authorities have discovered a secret underground operation involving the illegal sale of fetal remains by an Indiana doctor.,0.2409633994102478
data/images/test3_cnn_dalle__000340.jpg,"Camilo Sesto was called ""one of the most iconic voices in Latin pop of the '70s and '80s"" by Billboard and sold over 100 million albums during his career.",0.30308765172958374
data/images/test3_cnn_dalle__000094.jpg,"Due to a trade war between Japan and South Korea, all flights between the two countries have been suspended indefinitely.",0.320502907037735
data/images/test3_cnn_dalle__000198.jpg,Dragonflies on radar signal alien invasion.,0.2703230381011963
data/images/test3_cnn_dalle__000053.jpg,"Referee Stephanie Frappart has been accused of biased officiating, leading to protests from players and fans.",0.33171969652175903
data/images/test3_cnn_dalle__000317.jpg,A rocket unintentionally launched by a fighter jet in the Arizona desert didn't cause any injuries or damage.,0.2763746678829193
data/images/test3_cnn_dalle__000413.jpg,"Watch the Air Force test at hypersonic sled at speeds of 6,599 miles per hour.",0.25243955850601196
data/images/test3_cnn_dalle__000253.jpg,"AT&T announced two promotions on Tuesday that place John Stankey, the CEO of its subsidiary WarnerMedia, firmly in line to succeed the wireless giant's CEO, Randall Stephenson.",0.31727397441864014
data/images/test3_cnn_dalle__000424.jpg,"Landon Johnson,a 23-year-old diabetic who is running out of insulin and can't afford more, tells CNN affiliate WTVF he feels like he will die before he turns 30.",0.2536393404006958
data/images/test3_cnn_dalle__000188.jpg,Former Welsh rugby star Gareth Thomas has been ostracised from the sports community after revealing his HIV status.,0.29746273159980774
data/images/test3_cnn_dalle__000181.jpg,"Supermarkets are facing a nationwide salt shortage, causing panic among shoppers and leading to long queues at wholesalers.",0.31067657470703125
data/images/test3_cnn_dalle__000024.jpg,"""It Chapter Two"" intentionally traumatizes viewers.",0.1704389452934265
data/images/test3_cnn_dalle__000454.jpg,"CNN's John Avlon breaks down the contradictions between President Trump's claims of wanting ""crystal clean air"" and the policy decisions his administration is implementing, including recent changes to EPA regulations in California.",0.28751105070114136
data/images/test3_cnn_dalle__000343.jpg,"Disagreements over the President's campaign promise of a border wall are threatening to derail spending negotiations on Capitol Hill, all but assuring Congress will need to pass a short-term continuing resolution in order to avert a government shutdown at the…",0.2770150899887085
data/images/test3_cnn_dalle__000481.jpg,"Heinz has released a new bottle that attempts to teach us, the unwashed and ketchup flow illiterate, how to finally pour correctly.",0.19071710109710693
data/images/test3_cnn_dalle__000065.jpg,Dow's gains result of insider trading.,0.23904426395893097
data/images/test3_cnn_dalle__000046.jpg,Happy Thursday. A version of this story first appeared in CNN Business' After the Bell newsletter. Not a subscriber? You can sign up right here.,0.24422457814216614
data/images/test3_cnn_dalle__000249.jpg,The Dow and the broader US stock market are expected to crash in the fourth quarter due to the lack of trade news.,0.30055126547813416
data/images/test3_cnn_dalle__000370.jpg,"For the next 10 days, the date can be read the same way forwards and backwards.",0.2799771726131439
data/images/test3_cnn_dalle__000260.jpg,New York's museums hold more than famous paintings -- they are also a treasure trove for fashion lovers. Check out the best museums in Manhattan and Brooklyn if fashion is what you crave.,0.21230772137641907
data/images/test3_cnn_dalle__000071.jpg,Howard Schultz abandons presidential aspirations due to lack of support.,0.2053571343421936
data/images/test3_cnn_dalle__000450.jpg,"If success in soccer was measured solely by results in the boardroom rather than on the field of play, then Manchester United would be the team to beat.",0.13161037862300873
data/images/test3_cnn_dalle__000312.jpg,"Wörthersee Football Stadium in Klagenfurt, Austria, has been transformed into a magnificent forest for a new project by Swiss artist Klaus Littmann.",0.3532792031764984
data/images/test3_cnn_dalle__000430.jpg,Boris Johnson never imagined it would be this hard.,0.2895098924636841
data/images/test3_cnn_dalle__000434.jpg,"We're just four days from Apple's big ""By Innovation Only"" on Sept. 10 event, where the Cupertino-based tech giant unveiled the 7th Generation iPad, Apple Watch Series 5, and of course, three new iPhones ---- the 11, 11 Pro and 11 Pro Max.",0.26744019985198975
data/images/test3_cnn_dalle__000432.jpg,Elizabeth Warren is the presidential candidate with a plan for just about everything -- but there's one significant exception when it comes to an issue that is top of mind for so many voters: health care.,0.32537609338760376
data/images/test3_cnn_dalle__000060.jpg,Boknis Eck Observatory stolen in a daring heist.,0.3232561945915222
data/images/test3_cnn_dalle__000251.jpg,"Prince Harry, the Duke of Sussex, has launched a global sustainable travel initiative, hot on the heels of criticism over his use of private jets when taking vacations.",0.37329673767089844
data/images/test3_cnn_dalle__000456.jpg,The Dow and the broader US stock market are set to start the fourth quarter off higher. The market is treating no trade news as good news.,0.23539476096630096
data/images/test3_cnn_dalle__000436.jpg,"CNN meteorologist Ivan Cabrera says in all his years of covering hurricanes, he's never seen a storm behave like Hurricane Dorian which has stalled over the Bahamas.",0.2599106431007385
data/images/test3_cnn_dalle__000472.jpg,"You aren't always going to get along with everyone you work with, but when it comes to your boss, it's in your best interest to forge a good relationship.",0.2503686249256134
data/images/test3_cnn_dalle__000496.jpg,Ford is beating a retreat from India's large but struggling car market.,0.3285679817199707
data/images/test3_cnn_dalle__000432.jpg,"Democratic presidential candidate Kamala Harris released a new plan Saturday that aims to expand Veteran Affairs health care and housing assistance for some veterans and reverse the Trump administration's ban on transgender recruits joining the military, ahea…",0.26673656702041626
data/images/test3_cnn_dalle__000342.jpg,"Ellliott Management, a top activist shareholder firm, disclosed Monday that it has taken a $3.2 billion stake in AT&T.",0.32957810163497925
data/images/test3_cnn_dalle__000406.jpg,"Disagreements over the President's campaign promise of a border wall are threatening to derail spending negotiations on Capitol Hill, all but assuring Congress will need to pass a short-term continuing resolution in order to avert a government shutdown at the…",0.31090304255485535
data/images/test3_cnn_dalle__000483.jpg,"The star receiver has practiced with his new team, but whether he'll suit up for the New England Patriots this Sunday -- having just been accused of rape -- remains to be seen.",0.2153223752975464
data/images/test3_cnn_dalle__000327.jpg,"Apple is expected to unveil new iPhones during a closely watched media event on Tuesday — but don't expect anything foldable, 5G capable or radically different from the year before.",0.2918302118778229
data/images/test3_cnn_dalle__000369.jpg,"Women wearing long silvery dresses and others in red capes and white bonnets set the atmosphere at a bookstore in London for the launch of ""The Testaments,"" Margaret Atwood's long-awaited sequel to ""The Handmaid's Tale.""",0.3587370216846466
data/images/test3_cnn_dalle__000232.jpg,Biden's former aides secretly funding opposition.,0.26373982429504395
data/images/test3_cnn_dalle__000217.jpg,Denisovans are still living among us.,0.2326204478740692
data/images/test3_cnn_dalle__000461.jpg,"We're at Apple's big September event, where the company is widely expected to unveil the iPhone 11.",0.29888057708740234
data/images/test3_cnn_dalle__000074.jpg,Trump's policies ensure survival of Di Palo's century-old array.,0.2133803516626358
data/images/test3_cnn_dalle__000402.jpg,"As the United States government gears up for its 2020 census, it's working closely with large tech companies to get ahead of potential malicious campaigns looking to exploit their platforms to deter people, including minorities, from taking part in the once-a…",0.26088976860046387
data/images/test3_cnn_dalle__000158.jpg,"The US Coast Guard has banned the use of all electronics on commercial boats, citing safety concerns over lithium-ion batteries.",0.37514999508857727
data/images/test3_cnn_dalle__000490.jpg,"Compostable alternatives to plastic could worsen marine pollution and have other serious environmental impacts, a report from a committee of UK MPs has warned.",0.22620993852615356
data/images/test3_cnn_dalle__000030.jpg,"Johns Hopkins University is ready to condemn the benefits of tripping, with its new Center for Psychedelic and Consciousness Research.",0.35872548818588257
data/images/test3_cnn_dalle__000034.jpg,Jacob Rees-Mogg hailed for his relaxed demeanor during tense Brexit debate.,0.19590428471565247
data/images/test3_cnn_dalle__000235.jpg,"Two reports published Friday discredited any links between the mysterious, growing outbreak of lung injury cases and vaping, especially THC-containing products.",0.3335091471672058
data/images/test3_cnn_dalle__000468.jpg,"Virginia Lt. Gov. Justin Fairfax on Thursday filed a lawsuit against CBS, alleging the network defamed him when it aired interviews earlier this year with two women who accused him of sexual assault.",0.21197864413261414
data/images/test3_cnn_dalle__000262.jpg,"Thirty-three people had signed up to spend what promised to be a glorious Labor Day weekend aboard the Conception, a 75-foot boat that offered a scuba diver's dream: unlimited diving among giant fish and colorful underwater sea life, with gourmet meals served…",0.1931782364845276
data/images/test3_cnn_dalle__000062.jpg,Football Stadium in Austria destroyed and replaced with a forest due to extreme environmental activism.,0.35134750604629517
data/images/test3_cnn_dalle__000481.jpg,Chicken noodle soup. Chicken noodle soup. Chicken noodle soup with a soda on the side.,0.1309807300567627
data/images/test3_cnn_dalle__000467.jpg,"We know that mysterious ancient humans called Denisovans once lived alongside Neanderthals, thanks to a few bones and teeth recovered from a cave in Siberia. Now, for the first time, researchers have shared what they might have looked like.",0.3133218288421631
data/images/test3_cnn_dalle__000419.jpg,"A toilet made entirely of 18-carat-gold has been stolen from Blenheim Palace in Oxfordshire, England, the stately home where former prime minister Winston Churchill was born.",0.34458231925964355
data/images/test3_cnn_dalle__000330.jpg,"Democratic presidential candidate Kamala Harris released a new plan Saturday that aims to expand Veteran Affairs health care and housing assistance for some veterans and reverse the Trump administration's ban on transgender recruits joining the military, ahea…",0.39315682649612427
data/images/test3_cnn_dalle__000303.jpg,"""When you're a referee, they're always shouting against you,"" Stephanie Frappart says with a smile. ""But when we entered onto the field of play, everybody was clapping.""",0.30938035249710083
data/images/test3_cnn_dalle__000300.jpg,Boris Johnson hasn't had the greatest start to his premiership as lawmakers returned to Parliament this week.,0.2630704939365387
data/images/test3_cnn_dalle__000138.jpg,US government supports lion hunting.,0.3312658667564392
data/images/test3_cnn_dalle__000346.jpg,"A pair of heat waves in France have been linked to the deaths of 1,435 people this summer by the country's health ministry.",0.2932814657688141
